# Age      Mass       Teff       logL       logg       logR
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
8.2142e+07 4.6543e-01 3.4163e+04 1.2934e+00 5.9015e+00 -8.9777e-01
